1-qid,two_realRank,State,map_AdaRank,map_AdaRank_rerank,map_AdaRank_x,map_LambdaMART,map_LambdaMART_rerank,map_LambdaMART_x,map_LambdaRank,map_LambdaRank_rerank,map_LambdaRank_x,map_ListNet,map_ListNet_rerank,map_ListNet_x,map_MART,map_MART_rerank,map_MART_x,map_RankBoost,map_RankBoost_rerank,map_RankBoost_x,map_RankNet,map_RankNet_rerank,map_RankNet_x,map_coordinate_ascent,map_coordinate_ascent_rerank,map_coordinate_ascent_x,map_linear_regression,map_linear_regression_rerank,map_linear_regression_x,map_random_forest,map_random_forest_rerank,map_random_forest_x,ndcg10_AdaRank,ndcg10_AdaRank_rerank,ndcg10_AdaRank_x,ndcg10_LambdaMART,ndcg10_LambdaMART_rerank,ndcg10_LambdaMART_x,ndcg10_LambdaRank,ndcg10_LambdaRank_rerank,ndcg10_LambdaRank_x,ndcg10_ListNet,ndcg10_ListNet_rerank,ndcg10_ListNet_x,ndcg10_MART,ndcg10_MART_rerank,ndcg10_MART_x,ndcg10_RankBoost,ndcg10_RankBoost_rerank,ndcg10_RankBoost_x,ndcg10_RankNet,ndcg10_RankNet_rerank,ndcg10_RankNet_x,ndcg10_coordinate_ascent,ndcg10_coordinate_ascent_rerank,ndcg10_coordinate_ascent_x,ndcg10_linear_regression,ndcg10_linear_regression_rerank,ndcg10_linear_regression_x,ndcg10_random_forest,ndcg10_random_forest_rerank,ndcg10_random_forest_x,ndcg50_AdaRank,ndcg50_AdaRank_rerank,ndcg50_AdaRank_x,ndcg50_LambdaMART,ndcg50_LambdaMART_rerank,ndcg50_LambdaMART_x,ndcg50_LambdaRank,ndcg50_LambdaRank_rerank,ndcg50_LambdaRank_x,ndcg50_ListNet,ndcg50_ListNet_rerank,ndcg50_ListNet_x,ndcg50_MART,ndcg50_MART_rerank,ndcg50_MART_x,ndcg50_RankBoost,ndcg50_RankBoost_rerank,ndcg50_RankBoost_x,ndcg50_RankNet,ndcg50_RankNet_rerank,ndcg50_RankNet_x,ndcg50_coordinate_ascent,ndcg50_coordinate_ascent_rerank,ndcg50_coordinate_ascent_x,ndcg50_linear_regression,ndcg50_linear_regression_rerank,ndcg50_linear_regression_x,ndcg50_random_forest,ndcg50_random_forest_rerank,ndcg50_random_forest_x,two_realRank2,two_realRank3,two_realRank4,two_realRank5,two_realRank6,two_realRank7,two_realRank8,two_realRank9,two_realRank10
2006,25,Maryland,731.9396997,21,0.90222543,0.200000003,5,0.501973031,0.455794601,13,0.245655591,0.549994407,36,0.719210625,24.98910332,25,0.50848137,3.953802953,24,0.637009716,0.461389942,37,0.809558885,0.055942181,12,0.706109492,30.75202531,19,0.458260858,2.437275891,25,0.499088578,,,,12200825,12,1,0.441915888,1,,0.395276671,16,0.62944126,24.98910332,25,0.50848137,3.953802953,24,0.637009716,0.528764198,25,0.897277117,0.631716053,19,0.90466104,30.75202531,19,0.458260858,2.419319381,25,0.495525884,,,,-8.109325409,25,0.349443168,0.547188437,30,0.651340772,0.426636072,18,0.766745506,24.98910332,25,0.50848137,3.953802953,24,0.637009716,0.442187236,25,0.738764518,0.32385562,37,0.649454727,30.75202531,19,0.458260858,2.411710649,25,0.493089697,25,25,25,25,25,25,25,25,25
2006,26,Oregon,712.7674317,32,0.875490481,0.200000003,5,0.501973031,0.455494275,25,0.176131835,0.562451588,27,0.757374697,23.99894905,26,0.488341642,3.437331937,35,0.537070951,0.461776557,7,0.876498555,0.042034554,23,0.672012086,24.61992172,25,0.409920729,2.422610704,26,0.496014134,,,,10707752,26,1,0.441915888,1,,0.392695194,31,0.617653805,23.99894905,26,0.488341642,3.437331937,35,0.537070951,0.528929065,22,0.905609493,0.608066527,35,0.837107101,24.61992172,25,0.409920729,2.391273079,26,0.489660033,,,,-9.751173973,26,0.320223196,0.546980569,37,0.603283436,0.425469622,23,0.762347631,23.99894905,26,0.488341642,3.437331937,35,0.537070951,0.442261231,21,0.740350622,0.350631399,26,0.774931666,24.61992172,25,0.409920729,2.401559298,26,0.490960522,26,26,26,26,26,26,26,26,26
2006,27,North Carolina,708.6349314,34,0.869727877,0.200000003,5,0.501973031,0.455849927,9,0.258463352,0.542074428,39,0.694946819,23.00663757,27,0.468158037,4.730201687,14,0.787245311,0.461235097,41,0.782748571,0.039999508,26,0.667022753,23.40264708,29,0.400324803,2.34123262,27,0.47895384,,,,11475684,17,1,0.441915888,1,,0.39571917,13,0.631461781,23.00663757,27,0.468158037,4.730201687,14,0.787245311,0.528281578,34,0.872885402,0.647650792,5,0.950177995,23.40264708,29,0.400324803,2.306741573,27,0.47198037,,,,-11.15118694,27,0.295307171,0.547296125,17,0.676237362,0.421417184,31,0.747068693,23.00663757,27,0.468158037,4.730201687,14,0.787245311,0.441335243,33,0.72050182,0.322500305,38,0.643103438,23.40264708,29,0.400324803,2.307530781,28,0.471238693,27,27,27,27,27,27,27,27,27
2006,28,Pennsylvania,673.1910326,41,0.820302799,0.200000003,5,0.501973031,0.455758419,16,0.237279746,0.548855331,37,0.71572093,22.01549149,28,0.447998135,3.710387342,27,0.58990803,0.461499469,33,0.828522777,0.048359343,18,0.687518606,23.92025892,27,0.404405201,2.334737378,28,0.477592162,,,,11417914,22,1,0.441915888,1,,0.391721659,36,0.613208482,22.01549149,28,0.447998135,3.710387342,27,0.58990803,0.528785642,23,0.898360856,0.630923705,21,0.902397729,23.92025892,27,0.404405201,2.302962594,28,0.471190001,,,,-12.38510799,28,0.273347084,0.547059815,34,0.621604436,0.422927977,29,0.752764847,22.01549149,28,0.447998135,3.710387342,27,0.58990803,0.441963853,27,0.733976252,0.348113516,30,0.763132335,23.92025892,27,0.404405201,2.329373809,27,0.475820117,28,28,28,28,28,28,28,28,28
2006,29,Kansas,765.5929676,6,0.949153546,0.200000003,5,0.501973031,0.455362824,43,0.145701533,0.565522762,22,0.766783607,20.98945808,29,0.427128626,4.793001757,12,0.799397322,0.461689607,18,0.861443849,0.041574317,24,0.67088372,26.79851337,23,0.427094836,2.280712792,29,0.466266321,,,,-10529674,42,1,0.441915888,1,,0.391421737,37,0.611838989,20.98945808,29,0.427128626,4.793001757,12,0.799397322,0.529185547,17,0.918572117,0.634301401,18,0.912045985,26.79851337,23,0.427094836,2.280171121,29,0.466423192,,,,-13.39541531,29,0.255366649,0.547342963,10,0.687065803,0.425645798,22,0.763011869,20.98945808,29,0.427128626,4.793001757,12,0.799397322,0.441723511,30,0.728824451,0.364495528,5,0.839901896,26.79851337,23,0.427094836,2.256279174,29,0.460489024,29,29,29,29,29,29,29,29,29
2006,30,Hawaii,725.9884097,23,0.893926598,0.200000003,5,0.501973031,0.455388594,41,0.151667304,0.564576933,24,0.763885946,19.98881721,30,0.406775601,3.032886123,41,0.458809415,0.461509613,32,0.830279077,0.016003166,36,0.608190789,22.66955545,30,0.394545751,2.048851759,30,0.417658427,,,,9256943,30,1,0.441915888,1,,0.399407767,5,0.648304529,19.98881721,30,0.406775601,3.032886123,41,0.458809415,0.528338601,32,0.875767387,0.571485337,48,0.732614375,22.66955545,30,0.394545751,2.070392098,30,0.42254816,,,,-14.18635368,30,0.241290322,0.546912432,41,0.587530562,0.426774079,17,0.767265833,19.98881721,30,0.406775601,3.032886123,41,0.458809415,0.443064828,11,0.757575943,0.311791549,43,0.59291995,22.66955545,30,0.394545751,2.09406198,30,0.426465093,30,30,30,30,30,30,30,30,30
2006,31,Washington,671.5868992,42,0.8180659,0.200000003,5,0.501973031,0.455755073,17,0.23650526,0.542899686,38,0.697475096,19.00905609,31,0.386847269,3.498152483,32,0.548839918,0.461733047,13,0.868965128,0.043577412,22,0.675794719,18.64511297,35,0.362820574,2.00260761,31,0.407963694,,,,11475685,16,1,0.441915888,1,,0.385897432,42,0.586614091,19.00905609,31,0.386847269,3.498152483,32,0.548839918,0.528230168,35,0.870287134,0.603292981,38,0.823471656,18.64511297,35,0.362820574,2.029270793,31,0.413947689,,,,-14.72690105,31,0.231670202,0.546609518,45,0.517499571,0.415866351,41,0.726140347,19.00905609,31,0.386847269,3.498152483,32,0.548839918,0.440924411,37,0.711695527,0.334533745,34,0.699494671,18.64511297,35,0.362820574,2.03644054,31,0.414379396,31,31,31,31,31,31,31,31,31
2006,32,Ohio,583.4407052,45,0.695149611,0.200000003,5,0.501973031,0.456825286,2,0.484253785,0.531107471,43,0.66134823,18.01379204,32,0.366603609,2.808952208,46,0.415477498,0.461039452,44,0.748873966,0.030435949,31,0.643575721,23.83590057,28,0.403740193,2.001600482,32,0.407752557,,,,11417815,23,1,0.441915888,1,,0.393892724,22,0.623121928,18.01379204,32,0.366603609,2.808952208,46,0.415477498,0.527313603,43,0.823963838,0.598402323,41,0.809501686,23.83590057,28,0.403740193,2.017985627,32,0.41158741,,,,-17.2388916,35,0.186964317,0.546787223,44,0.558583276,0.418177354,39,0.734853538,18.01379204,32,0.366603609,2.808952208,46,0.415477498,0.440870927,40,0.710549081,0.30405311,46,0.556655993,23.83590057,28,0.403740193,1.975568138,32,0.401611832,32,32,32,32,32,32,32,32,32
2006,33,Minnesota,714.9035539,31,0.878469216,0.200000003,5,0.501973031,0.455491358,26,0.175456615,0.563777625,26,0.761437171,17.00127411,33,0.346009004,3.710387342,27,0.58990803,0.461568621,30,0.840495936,0.034806785,29,0.654291724,18.62188714,36,0.362637482,1.840251864,33,0.373927052,,,,11475684,17,1,0.441915888,1,,0.398283569,9,0.643171256,17.00127411,33,0.346009004,3.710387342,27,0.58990803,0.528779626,24,0.898056841,0.62062275,30,0.872973457,18.62188714,36,0.362637482,1.844436548,33,0.375289827,,,,-16.09491348,32,0.207323691,0.547194381,29,0.652714989,0.423979661,27,0.756730018,17.00127411,33,0.346009004,3.710387342,27,0.58990803,0.442025569,26,0.735299145,0.356024327,20,0.800204064,18.62188714,36,0.362637482,1.863484554,33,0.378103077,33,33,33,33,33,33,33,33,33
2006,34,New Jersey,690.8023448,38,0.844861059,0.200000003,5,0.501973031,0.456702772,4,0.455892527,0.487026864,48,0.526301994,15.99758434,34,0.325593964,2.397924118,50,0.335942271,0.460239952,49,0.610446221,0.004858891,40,0.580868308,20.91232354,31,0.380693275,1.619976867,35,0.327748082,,,,4989573,31,1,0.441915888,1,,0.376175479,47,0.542222036,15.99758434,34,0.325593964,2.397924118,50,0.335942271,0.524750585,48,0.694428574,0.545230222,50,0.657617676,20.91232354,31,0.380693275,1.564048297,35,0.31664696,,,,-17.23369026,34,0.187056885,0.547264099,21,0.668833158,0.387245205,47,0.618229825,15.99758434,34,0.325593964,2.397924118,50,0.335942271,0.435887291,48,0.603723541,0.267483259,47,0.385281972,20.91232354,31,0.380693275,1.600390369,35,0.322920897,34,34,34,34,34,34,34,34,34
2006,35,West Virginia,673.7213508,40,0.821042306,0.200000003,5,0.501973031,0.455481977,28,0.173284879,0.557770057,31,0.743032264,14.99209309,35,0.305142282,3.290313932,39,0.508622505,0.461515604,31,0.83131634,-0.014530605,47,0.533330974,10.29533177,48,0.296998218,1.770830249,34,0.359373341,,,,-45439752,46,1,0.441915888,1,,0.393406119,25,0.620900008,14.99209309,35,0.305142282,3.290313932,39,0.508622505,0.527707714,41,0.843882237,0.590706874,44,0.78751994,10.29533177,48,0.296998218,1.735244668,34,0.352452477,,,,-18.5057373,41,0.164418269,0.547088095,32,0.628142537,0.413567164,42,0.717471705,14.99209309,35,0.305142282,3.290313932,39,0.508622505,0.440576391,42,0.704235623,0.348802512,29,0.766361115,10.29533177,48,0.296998218,1.741035356,34,0.352420208,35,35,35,35,35,35,35,35,35
2006,36,South Carolina,701.609777,36,0.859931584,0.200000003,5,0.501973031,0.455437957,33,0.163094617,0.561954519,28,0.755851868,13.98590851,36,0.284676498,3.437331937,35,0.537070951,0.461703142,16,0.863787224,0.010379916,39,0.594404236,17.94275204,37,0.357283776,1.511521149,36,0.305011169,,,,10526280,28,1,0.441915888,1,,0.394444018,20,0.625639227,13.98590851,36,0.284676498,3.437331937,35,0.537070951,0.528630422,26,0.890516057,0.628623499,22,0.895827282,17.94275204,37,0.357283776,1.522110686,36,0.307875759,,,,-19.04279709,42,0.154860219,0.547082078,33,0.626751436,0.422733604,30,0.752032001,13.98590851,36,0.284676498,3.437331937,35,0.537070951,0.441814012,29,0.73076437,0.359275171,16,0.815438204,17.94275204,37,0.357283776,1.561227247,36,0.314706704,36,36,36,36,36,36,36,36,36
2006,37,Vermont,732.6559483,19,0.90322421,0,44,0.5,0.455227343,47,0.114338445,0.565662809,21,0.767212659,13.00651169,37,0.264755577,3.49937151,30,0.549075803,0.461682228,19,0.860166221,0.017591192,35,0.612084161,14.93878209,40,0.33360311,1.407103226,37,0.283120749,,,,-5.16E+19,49,1,0.441915888,1,,0.395491137,14,0.630420547,13.00651169,37,0.264755577,3.49937151,30,0.549075803,0.528519593,29,0.884914706,0.599368221,40,0.812260734,14.93878209,40,0.33360311,1.39125159,37,0.280506736,,,,-19.64031219,44,0.144226245,0.547294253,18,0.675804512,0.420943786,32,0.745283838,13.00651169,37,0.264755577,3.49937151,30,0.549075803,0.441393702,32,0.721754904,0.362057971,10,0.828478992,14.93878209,40,0.33360311,1.497322962,37,0.301303224,37,37,37,37,37,37,37,37,37
2006,38,Kentucky,725.0130598,25,0.892566512,0.200000003,5,0.501973031,0.455651879,20,0.212616285,0.55159945,35,0.724127869,11.98075867,38,0.24389177,3.252742838,40,0.50135238,0.461258949,40,0.786878384,0.000482172,43,0.570137882,20.34486469,32,0.376219927,1.282643168,38,0.257028649,,,,4946727,32,1,0.441915888,1,,0.392969849,29,0.618907923,11.98075867,38,0.24389177,3.252742838,40,0.50135238,0.528041341,37,0.860743795,0.621814843,26,0.876378624,20.34486469,32,0.376219927,1.288849774,39,0.259089519,,,,-18.34357834,38,0.167304212,0.547381299,8,0.695928757,0.41799745,40,0.734175243,11.98075867,38,0.24389177,3.252742838,40,0.50135238,0.440888682,38,0.710929662,0.329315324,36,0.675040049,20.34486469,32,0.376219927,1.289758234,39,0.257767962,38,38,38,38,38,38,38,38,38
2006,39,Delaware,734.7627187,17,0.906162015,0.200000003,5,0.501973031,0.455203984,48,0.108930968,0.566054486,20,0.768412608,11.01724625,39,0.224293938,3.314782411,37,0.513357232,0.461570678,29,0.840852021,0.027398473,34,0.636128726,18.97153775,34,0.365393821,1.144154035,40,0.22799546,,,,4902524,34,1,0.441915888,1,,0.395329974,15,0.629684648,11.01724625,39,0.224293938,3.314782411,37,0.513357232,0.52854446,28,0.886171527,0.613060599,32,0.851372471,18.97153775,34,0.365393821,1.170827474,40,0.234405296,,,,-19.2239666,43,0.151635946,0.547238967,25,0.663022724,0.42081209,33,0.744787304,11.01724625,39,0.224293938,3.314782411,37,0.513357232,0.442405217,17,0.743437008,0.337216188,32,0.712065165,18.97153775,34,0.365393821,1.1598447,40,0.2305195,39,39,39,39,39,39,39,39,39
2006,40,Mississippi,707.2969699,35,0.867862144,0.200000003,5,0.501973031,0.455397737,38,0.153783846,0.564467293,25,0.76355005,9.97994709,40,0.203195283,3.68101146,29,0.584223705,0.461594836,25,0.845034798,-0.012153303,46,0.539159418,14.46289682,42,0.329851648,1.263546006,39,0.253025075,,,,12866199,11,1,0.441915888,1,,0.395071803,18,0.628505796,9.97994709,40,0.203195283,3.68101146,29,0.584223705,0.528382802,30,0.878001296,0.625872582,24,0.887969397,14.46289682,42,0.329851648,1.291413697,38,0.25962576,,,,-19.64789772,45,0.144091245,0.547279464,19,0.672385404,0.420162903,35,0.742339666,9.97994709,40,0.203195283,3.68101146,29,0.584223705,0.441287839,34,0.719485714,0.36033664,11,0.820412469,14.46289682,42,0.329851648,1.352564023,38,0.270941041,40,40,40,40,40,40,40,40,40
2006,41,California,469.1056821,49,0.535714063,0.200000003,5,0.501973031,0.457082818,1,0.543871002,0.41871715,50,0.317026979,8.993165016,41,0.183124146,2.85855399,45,0.425075599,0.460073328,50,0.581596337,0.044254187,21,0.677453973,2.068141799,50,0.232142264,0.883993942,42,0.173454884,,,,11417915,20,1,0.441915888,1,,0.33830655,50,0.369306201,8.993165016,41,0.183124146,2.85855399,45,0.425075599,0.521137201,50,0.511807653,0.599707605,39,0.813230172,2.068141799,50,0.232142264,0.899118825,42,0.177577758,,,,-18.40283012,39,0.166249708,0.546035379,49,0.384763349,0.340031272,50,0.440218778,8.993165016,41,0.183124146,2.85855399,45,0.425075599,0.430743424,50,0.493463391,0.21984395,50,0.162034133,2.068141799,50,0.232142264,0.946263541,42,0.185722333,41,41,41,41,41,41,41,41,41
2006,42,New York,570.5722092,47,0.677205016,0.200000003,5,0.501973031,0.456724064,3,0.460821306,0.476703314,49,0.494674559,8.013242722,42,0.163192536,2.585034584,48,0.372148734,0.460893386,45,0.723583739,0.015703487,37,0.607456064,10.65208533,46,0.29981055,1.01625176,41,0.201181725,,,,11417915,20,1,0.441915888,1,,0.376994528,46,0.545961948,8.013242722,42,0.163192536,2.585034584,48,0.372148734,0.524907041,47,0.702335857,0.614725826,31,0.856129128,10.65208533,46,0.29981055,1.038404886,41,0.20670927,,,,-17.56347084,36,0.181187782,0.546504508,46,0.493222074,0.387070812,48,0.61757231,8.013242722,42,0.163192536,2.585034584,48,0.372148734,0.437060386,47,0.62886914,0.263507227,48,0.366649445,10.65208533,46,0.29981055,1.028955571,41,0.203066413,42,42,42,42,42,42,42,42,42
2006,43,Connecticut,753.2060567,8,0.931880501,0.200000003,5,0.501973031,0.455849835,10,0.258442085,0.521654551,44,0.632388073,7.013774872,43,0.14286337,2.519681558,49,0.359502718,0.46082828,47,0.71231111,-0.00185854,44,0.564399147,17.1113757,38,0.350729934,0.84537415,43,0.16535854,,,,4946689,33,1,0.441915888,1,,0.379215642,45,0.556103927,7.013774872,43,0.14286337,2.519681558,49,0.359502718,0.526572926,46,0.786529919,0.57751879,46,0.749848696,17.1113757,38,0.350729934,0.802215397,43,0.157310522,,,,-21.07580566,48,0.118678773,0.547384082,7,0.69657229,0.397019822,45,0.655083137,7.013774872,43,0.14286337,2.519681558,49,0.359502718,0.437948708,45,0.647910552,0.305734137,45,0.564533639,17.1113757,38,0.350729934,0.798777727,43,0.154788207,43,43,43,43,43,43,43,43,43
2006,44,Michigan,735.5659638,16,0.907282108,0.200000003,5,0.501973031,0.455783029,14,0.242976787,0.533893348,42,0.669883098,6.005158424,44,0.122348122,2.999629798,42,0.452374211,0.461051237,43,0.750914487,0.003447449,42,0.577407869,15.53902747,39,0.338334918,0.738178193,44,0.142885726,,,,4888917,36,1,0.441915888,1,,0.392999619,28,0.619043861,6.005158424,44,0.122348122,2.999629798,42,0.452374211,0.527788807,40,0.847980697,0.620779223,29,0.873420417,15.53902747,39,0.338334918,0.747790756,44,0.145927673,,,,-20.64369774,46,0.126368996,0.547338479,11,0.686029222,0.41954386,36,0.740005685,6.005158424,44,0.122348122,2.999629798,42,0.452374211,0.440805248,41,0.709141234,0.314052177,41,0.60351373,15.53902747,39,0.338334918,0.782932559,44,0.151464793,44,44,44,44,44,44,44,44,44
2006,45,Massachusetts,712.6258153,33,0.875293002,0.200000003,5,0.501973031,0.455829703,11,0.253781653,0.52122175,45,0.631062137,4.989086628,45,0.101681231,2.989025118,43,0.450322172,0.461183311,42,0.773782228,0.010588162,38,0.594914794,9.777266486,49,0.292914245,0.639157165,45,0.122126724,,,,11475687,15,1,0.441915888,1,,0.373753832,48,0.531164392,4.989086628,45,0.101681231,2.989025118,43,0.450322172,0.526639485,45,0.789893839,0.575646764,47,0.744501327,9.777266486,49,0.292914245,0.606991403,45,0.116479657,,,,-18.0763607,37,0.172059883,0.546919169,40,0.589088265,0.393338982,46,0.641205239,4.989086628,45,0.101681231,2.989025118,43,0.450322172,0.437764699,46,0.643966271,0.309542987,44,0.582382716,9.777266486,49,0.292914245,0.616763544,47,0.116611995,45,45,45,45,45,45,45,45,45
2006,46,Illinois,715.6321722,30,0.879485245,0.200000003,5,0.501973031,0.456313081,7,0.365681049,0.489636855,47,0.534298016,4.007661819,46,0.081719061,2.964005825,44,0.445480861,0.460398003,48,0.637811577,-0.016084048,48,0.529522391,10.30547674,47,0.297078192,0.53754753,48,0.100825041,,,,-10589067,44,1,0.441915888,1,,0.347184928,49,0.409846354,4.007661819,46,0.081719061,2.964005825,44,0.445480861,0.524634474,49,0.688560279,0.569004249,49,0.725527247,10.30547674,47,0.297078192,0.570886644,47,0.10892839,,,,-16.14456749,33,0.206439999,0.547672878,1,0.763339472,0.359986002,49,0.515454246,4.007661819,46,0.081719061,2.964005825,44,0.445480861,0.431869184,49,0.51759436,0.319498544,39,0.629036551,10.30547674,47,0.297078192,0.63435104,46,0.12030085,46,46,46,46,46,46,46,46,46
2006,47,Maine,744.6993076,10,0.920018185,0.200000003,5,0.501973031,0.455287437,46,0.128249915,0.565331598,23,0.766197954,3.01175642,47,0.061462355,4.213730672,23,0.687306546,0.461582874,27,0.842963732,-0.002319708,45,0.563268498,14.63801124,41,0.331232096,0.611645495,46,0.116359113,,,,3434175,37,1,0.441915888,1,,0.393481742,24,0.621245314,3.01175642,47,0.061462355,4.213730672,23,0.687306546,0.528605204,27,0.889241506,0.643108791,9,0.937203947,14.63801124,41,0.331232096,0.602558166,46,0.115552451,,,,-18.44039917,40,0.165581092,0.547485087,3,0.719923649,0.419035958,38,0.738090737,3.01175642,47,0.061462355,4.213730672,23,0.687306546,0.440973889,36,0.712756095,0.371038089,2,0.870561714,14.63801124,41,0.331232096,0.667656364,45,0.127286411,47,47,47,47,47,47,47,47,47
2006,48,Wisconsin,718.1946687,27,0.883058542,0.200000003,5,0.501973031,0.455590328,22,0.198367545,0.538017318,41,0.682517376,2.009584665,48,0.041078192,3.759968726,26,0.599502184,0.461357754,38,0.803985798,0.003859423,41,0.578417907,13.62962951,43,0.323282899,0.547172544,47,0.102842851,,,,-10531270,43,1,0.441915888,1,,0.381237871,44,0.565337761,2.009584665,48,0.041078192,3.759968726,26,0.599502184,0.527543007,42,0.835557921,0.621428556,27,0.87527521,13.62962951,43,0.323282899,0.566843833,48,0.108082841,,,,-21.34993362,49,0.113800119,0.547306319,15,0.678593922,0.404504079,44,0.683301084,2.009584665,48,0.041078192,3.759968726,26,0.599502184,0.438817425,44,0.666531728,0.356228594,19,0.801161303,13.62962951,43,0.323282899,0.589682232,48,0.110931878,48,48,48,48,48,48,48,48,48
2006,49,New Mexico,668.7707382,43,0.814138878,0.200000003,5,0.501973031,0.455084858,49,0.081353993,0.568196154,17,0.774973864,1.005863667,49,0.020662517,3.492705123,33,0.547785836,0.46169895,17,0.8630615,-0.025602624,49,0.506185644,12.10957678,44,0.311300135,0.517338516,49,0.096588375,,,,-45877504,47,1,0.441915888,1,,0.403871518,3,0.668686762,1.005863667,49,0.020662517,3.492705123,33,0.547785836,0.52822012,36,0.869779322,0.625197617,25,0.886041387,12.10957678,44,0.311300135,0.524746316,49,0.099278196,,,,-20.78320694,47,0.123886152,0.546872654,42,0.578334282,0.425279097,24,0.761629293,1.005863667,49,0.020662517,3.492705123,33,0.547785836,0.443126241,9,0.758892336,0.35458567,21,0.793462216,12.10957678,44,0.311300135,0.589339119,49,0.110859912,49,49,49,49,49,49,49,49,49
2006,50,Rhode Island,730.0331067,22,0.899566764,-50.68343353,50,0,0.455390848,39,0.152188948,0.555870082,33,0.737211461,0.014437648,50,0.000496921,2.656599254,47,0.385996723,0.461439004,35,0.818053684,-0.031759821,50,0.49109001,11.11337438,45,0.303446949,0.315374529,50,0.054248168,,,,4901922,35,1,0.441915888,1,,0.391822974,35,0.613671102,0.014437648,50,0.000496921,2.656599254,47,0.385996723,0.527922895,38,0.854757536,0.597129004,42,0.805864499,11.11337438,45,0.303446949,0.342174476,50,0.061093514,,,,-24.45692253,50,0.058505051,0.547372169,9,0.693817889,0.413401615,43,0.716847533,0.014437648,50,0.000496921,2.656599254,47,0.385996723,0.440267947,43,0.697624047,0.354252022,22,0.79189867,11.11337438,45,0.303446949,0.386813067,50,0.068381478,50,50,50,50,50,50,50,50,50